V1,n_syn,n_nonsyn
CFSAN001588_RS22660_1,1648,5831
CFSAN001921_RS12130_1,384,1407
CFSAN001921_RS12125_1,152,550
CFSAN001588_RS22640_1,238,959
CFSAN001588_RS22625_1,520,1811
CFSAN001588_RS22620_1,948,3075
CFSAN001588_RS22600_1,1106,3754
CFSAN001921_RS23885_1,395,1342
CFSAN001921_RS24450_1,449,1828
CFSAN001921_RS23825_1,157,437
CFSAN001921_RS23800_1,299,988
CFSAN001921_RS23900_1,197,631
CFSAN001921_RS24605_1,1260,3879
CFSAN001921_RS24600_1,667,2213
CFSAN001921_RS24615_1,1025,2818
CFSAN001921_RS24610_1,1336,4073
CFSAN001921_RS23805_1,394,1298
CFSAN001921_RS23785_1,116,469
CFSAN001921_RS23780_1,239,940
CFSAN001921_RS24575_1,1182,3552
CFSAN001921_RS24570_1,1426,4640
CFSAN001921_RS23915_1,313,992
CFSAN001921_RS23815_1,362,1276
CFSAN001921_RS23835_1,159,570
CFSAN001921_RS23830_1,178,578
CFSAN001921_RS23820_1,664,2153
CFSAN001921_RS23855_1,519,1848
CFSAN001921_RS24550_1,839,2806
CFSAN001921_RS24595_1,4456,13868
CFSAN001921_RS24590_1,6927,21567
CFSAN001921_RS23895_1,266,778
CFSAN001921_RS24635_1,570,2013
CFSAN001921_RS24630_1,1041,3423
CFSAN001921_RS24495_1,223,686
CFSAN001921_RS15725_1,181,656
CFSAN001921_RS24395_1,180,540
CFSAN001921_RS24200_1,443,1510
CFSAN001921_RS23910_1,583,1820
CFSAN001921_RS24625_1,191,709
CFSAN001921_RS24430_1,237,852
CFSAN001921_RS23795_1,222,822
CFSAN001921_RS23790_1,808,2747
CFSAN001921_RS24640_1,247,878
CFSAN001921_RS24780_1,252,783
CFSAN001921_RS24765_1,179,631
CFSAN001921_RS23770_1,639,2160
CFSAN001921_RS23775_1,991,3401
CFSAN001921_RS23845_1,858,2877
CFSAN001921_RS23840_1,235,854
CFSAN001921_RS24585_1,801,2502
CFSAN001921_RS24580_1,576,1836
CFSAN001921_RS23865_1,1284,4431
CFSAN001921_RS23860_1,144,477
CFSAN002050_RS02580_1,565,2027
CFSAN001992_RS15560_1,235,872
CFSAN001992_RS20055_1,712,2609
CFSAN001992_RS22680_1,416,1159
CFSAN001992_RS11600_1,388,1421
CFSAN001992_RS11590_1,460,1682
CFSAN001992_RS11595_1,921,3525
CFSAN001992_RS09600_1,182,547
CFSAN001992_RS00095_1,477,1773
CFSAN001992_RS11575_1,932,3370
CFSAN001992_RS09620_1,122,445
CFSAN001992_RS09625_1,293,1111
CFSAN002050_RS02575_1,195,840
CFSAN001992_RS00110_1,769,2795
CFSAN001992_RS00115_1,266,859
CFSAN001992_RS00135_1,429,1506
CFSAN001992_RS00130_1,324,1062
CFSAN001992_RS21820_1,812,2437
CFSAN001992_RS15575_1,225,936
CFSAN001992_RS22645_1,471,1851
CFSAN001992_RS11570_1,928,3158
CFSAN001992_RS22650_1,579,2265
CFSAN001992_RS06365_1,156,654
CFSAN001992_RS11605_1,122,445
CFSAN001992_RS20060_1,249,1056
CFSAN001992_RS20065_1,399,1599
CFSAN001992_RS15415_1,830,2626
CFSAN001992_RS09610_1,461,1681
CFSAN001992_RS09615_1,967,3209
CFSAN001992_RS22675_1,714,2220
CFSAN001992_RS00080_1,92,304
CFSAN001992_RS11585_1,2012,7276
CFSAN001992_RS11580_1,1300,4802
CFSAN001992_RS21825_1,774,2349
CFSAN001992_RS00100_1,406,1268
CFSAN001992_RS00105_1,1510,5420
CFSAN001992_RS11560_1,225,801
CFSAN001992_RS00045_1,155,457
CFSAN002050_RS02195_1,577,2033
CFSAN001992_RS06500_1,809,3052
CFSAN001992_RS21815_1,929,2815
CFSAN001992_RS00125_1,548,1774
CFSAN001992_RS20750_1,248,868
CFSAN001992_RS21835_1,597,1968
CFSAN001992_RS00055_1,199,728
CFSAN001992_RS07535_1,549,1962
CFSAN001992_RS00120_1,537,1983
CFSAN001992_RS20755_1,647,2539
CFSAN002050_RS10135_1,298,971
CFSAN002050_RS03365_1,252,900
CFSAN002050_RS03360_1,530,1720
CFSAN002050_RS03340_1,1012,3659
CFSAN002050_RS10050_1,1424,4606
CFSAN002050_RS10035_1,861,2595
CFSAN002050_RS03385_1,264,798
CFSAN002050_RS03380_1,292,1004
CFSAN002050_RS04290_1,1602,5769
CFSAN002050_RS02810_1,123,525
CFSAN002050_RS06460_1,259,1046
CFSAN002050_RS04330_1,405,1503
CFSAN002050_RS13340_1,185,661
CFSAN002050_RS04355_1,2318,7015
CFSAN002050_RS13325_1,247,914
CFSAN002050_RS02755_1,337,1301
CFSAN002050_RS10140_1,515,1987
CFSAN002050_RS13320_1,865,2960
CFSAN002050_RS03345_1,1141,4457
CFSAN002050_RS03400_1,217,836
CFSAN002050_RS09870_1,275,1030
CFSAN002050_RS03330_1,1989,7362
CFSAN002050_RS02805_1,145,476
CFSAN002050_RS03375_1,258,921
CFSAN002050_RS03370_1,325,1070
CFSAN002050_RS06500_1,188,757
CFSAN002050_RS02790_1,189,702
CFSAN002050_RS04280_1,642,2373
CFSAN002050_RS04285_1,580,2219
CFSAN002050_RS03395_1,1210,4289
CFSAN002050_RS02605_1,544,2093
CFSAN002050_RS13345_1,243,792
CFSAN002050_RS09960_1,364,1103
CFSAN002050_RS06450_1,294,1002
CFSAN002050_RS14515_1,408,1347
CFSAN002050_RS14510_1,284,913
CFSAN002050_RS06435_1,460,1736
CFSAN002050_RS13885_1,463,1841
CFSAN002050_RS13315_1,788,2758
CFSAN002050_RS04360_1,301,1040
CFSAN002050_RS13330_1,617,2209
CFSAN002050_RS13335_1,662,2110
CFSAN002050_RS02725_1,143,478
CFSAN002050_RS02720_1,207,648
CFSAN002050_RS03410_1,390,1581
CFSAN002050_RS10125_1,114,462
CFSAN002050_RS20675_1,617,2083
CFSAN002050_RS20715_1,1008,2691
CFSAN002050_RS20710_1,400,1184
CFSAN002050_RS20535_1,232,767
CFSAN002050_RS15885_1,730,2645
CFSAN002050_RS20750_1,1858,5495
CFSAN002050_RS20755_1,188,712
CFSAN002050_RS14700_1,158,490
CFSAN002050_RS14565_1,312,1038
CFSAN002050_RS14560_1,256,788
CFSAN002050_RS20680_1,430,1667
CFSAN002050_RS20685_1,343,1295
CFSAN002050_RS18645_1,510,1776
CFSAN002050_RS14520_1,429,1353
CFSAN002050_RS15320_1,486,1773
CFSAN002050_RS15865_1,965,3382
CFSAN002050_RS14600_1,1182,4047
CFSAN002050_RS15840_1,521,2170
CFSAN002050_RS15845_1,439,1775
CFSAN002050_RS14670_1,113,472
CFSAN002050_RS14570_1,249,768
CFSAN002050_RS14540_1,367,1433
CFSAN002050_RS20500_1,680,2119
CFSAN002050_RS20505_1,704,2257
CFSAN002050_RS20520_1,476,1468
CFSAN002050_RS20525_1,257,841
CFSAN002050_RS14785_1,889,3053
CFSAN002050_RS20720_1,242,766
CFSAN002050_RS15445_1,657,2376
CFSAN002050_RS20700_1,307,1016
CFSAN002050_RS20705_1,692,2008
CFSAN002050_RS20765_1,742,2192
CFSAN002050_RS20745_1,320,1057
CFSAN002050_RS20740_1,255,807
CFSAN002050_RS14555_1,536,1579
CFSAN002050_RS20480_1,658,2348
CFSAN002050_RS20485_1,1158,3774
CFSAN002050_RS14575_1,233,748
CFSAN002050_RS14525_1,137,502
CFSAN002050_RS16130_1,204,903
CFSAN002050_RS14765_1,213,867
CFSAN002050_RS20690_1,724,2435
CFSAN002050_RS14535_1,2344,7529
CFSAN002050_RS20650_1,197,856
CFSAN002050_RS16090_1,298,1196
CFSAN002050_RS20510_1,230,814
CFSAN002050_RS20515_1,443,1366
CFSAN002050_RS20885_1,459,1260
CFSAN002050_RS20940_1,499,1643
CFSAN002050_RS20965_1,1223,3862
CFSAN002050_RS20770_1,326,988
CFSAN002050_RS24290_1,285,993
CFSAN002050_RS20905_1,609,1668
CFSAN002050_RS20825_1,285,822
CFSAN002050_RS24210_1,831,2868
CFSAN002050_RS24235_1,565,2369
CFSAN002050_RS24255_1,599,2020
CFSAN002050_RS24250_1,1135,4220
CFSAN002050_RS24275_1,336,1203
CFSAN002050_RS24270_1,994,3542
CFSAN002050_RS20880_1,354,1113
CFSAN002050_RS20830_1,1087,3413
CFSAN002050_RS20835_1,762,2091
CFSAN002050_RS20810_1,274,860
CFSAN002050_RS21025_1,1610,5374
CFSAN002050_RS20785_1,246,771
CFSAN002050_RS20870_1,590,1687
CFSAN002050_RS20945_1,889,2828
CFSAN002050_RS20855_1,179,550
CFSAN002050_RS20800_1,309,888
CFSAN002050_RS20950_1,173,574
CFSAN002050_RS20890_1,419,1183
CFSAN002050_RS20975_1,625,2003
CFSAN002050_RS24285_1,358,1307
CFSAN002050_RS20850_1,316,845
CFSAN002050_RS20915_1,286,1028
CFSAN002050_RS20935_1,387,1278
CFSAN002050_RS24215_1,143,523
CFSAN002050_RS20960_1,515,1618
CFSAN002050_RS20860_1,274,770
CFSAN002050_RS24200_1,558,2079
CFSAN002050_RS24205_1,334,1232
CFSAN002050_RS21010_1,1462,5126
CFSAN002050_RS20910_1,535,1463
CFSAN002050_RS24225_1,678,2706
CFSAN002050_RS24295_1,323,1036
CFSAN002050_RS23790_1,616,2489
CFSAN002050_RS24245_1,545,2074
CFSAN002050_RS24240_1,231,903
CFSAN002050_RS24260_1,2019,7548
CFSAN002050_RS20900_1,518,1651
CFSAN002050_RS20795_1,719,2260
CFSAN002050_RS20865_1,251,793
CFSAN002050_RS21015_1,464,1390
CFSAN002050_RS24300_1,426,1491
CFSAN002050_RS20845_1,279,792
CFSAN002050_RS24495_1,820,2663
CFSAN002050_RS24400_1,126,477
CFSAN002050_RS24345_1,681,2172
CFSAN002050_RS24340_1,1722,6324
CFSAN002050_RS24505_1,483,1614
CFSAN002050_RS24490_1,682,2306
CFSAN002050_RS24410_1,553,1949
CFSAN002050_RS24365_1,292,1094
CFSAN002050_RS24485_1,369,1233
CFSAN002050_RS24465_1,233,640
CFSAN002050_RS24500_1,546,1920
CFSAN002050_RS24645_1,390,1437
CFSAN002050_RS24560_1,1701,5562
CFSAN002050_RS24415_1,508,1814
CFSAN002050_RS24610_1,1725,5529
CFSAN002050_RS24605_1,175,581
CFSAN002050_RS24475_1,266,805
CFSAN002050_RS24620_1,195,696
CFSAN002050_RS24625_1,802,2744
CFSAN002050_RS24455_1,719,2449
CFSAN002050_RS24450_1,1713,5658
CFSAN002050_RS24330_1,643,2372
CFSAN002050_RS24335_1,807,2955
CFSAN002050_RS24315_1,544,1967
CFSAN002050_RS24310_1,612,2232
CFSAN002050_RS24575_1,551,1735
CFSAN002050_RS24680_1,538,1838
CFSAN002050_RS24350_1,594,2061
CFSAN002050_RS24355_1,288,1161
CFSAN002050_RS24670_1,223,758
CFSAN002050_RS24580_1,510,1785
CFSAN002050_RS24370_1,910,2906
CFSAN002050_RS24480_1,227,718
CFSAN002050_RS24650_1,890,2863
CFSAN002050_RS24405_1,458,1693
CFSAN002050_RS24640_1,155,619
CFSAN002050_RS24380_1,201,753
CFSAN002050_RS24385_1,252,810
CFSAN002050_RS24675_1,177,597
CFSAN002050_RS24615_1,313,1100
CFSAN002050_RS24440_1,190,656
CFSAN002050_RS24430_1,100,431
CFSAN002050_RS24585_1,365,1210
CFSAN002050_RS24635_1,283,1004
CFSAN002050_RS24320_1,353,1213
CFSAN002050_RS24390_1,581,2047
CFSAN002050_RS24755_1,341,1135
CFSAN002050_RS24750_1,206,730
CFSAN002050_RS24985_1,398,1438
CFSAN002050_RS24690_1,1680,5475
CFSAN002050_RS24735_1,612,2070
CFSAN002050_RS24880_1,260,802
CFSAN002050_RS24885_1,494,1702
CFSAN002050_RS24685_1,277,1073
CFSAN002050_RS24900_1,723,2607
CFSAN002050_RS24905_1,1388,4867
CFSAN002050_RS24695_1,160,560
CFSAN002050_RS24925_1,525,1878
CFSAN002050_RS24740_1,143,541
CFSAN002050_RS24920_1,301,1157
CFSAN002050_RS24790_1,358,1208
CFSAN002050_RS24940_1,983,3265
CFSAN002050_RS24890_1,826,2720
CFSAN002050_RS24975_1,282,897
CFSAN002050_RS24730_1,743,2596
CFSAN002050_RS24875_1,188,667
CFSAN002050_RS24855_1,278,1036
CFSAN002050_RS24820_1,417,1383
CFSAN002050_RS24835_1,826,2729
CFSAN002050_RS24725_1,539,1819
CFSAN002050_RS24815_1,233,820
CFSAN002050_RS24780_1,196,650
CFSAN002050_RS24765_1,143,532
CFSAN002050_RS24990_1,535,1814
CFSAN002050_RS24710_1,353,1249
CFSAN002050_RS24715_1,412,1415
CFSAN002050_RS24745_1,211,752
CFSAN002050_RS24970_1,521,1729
CFSAN002050_RS24895_1,427,1562
CFSAN002050_RS24700_1,195,741
CFSAN002050_RS24965_1,354,1266
CFSAN002050_RS24910_1,2100,7341
CFSAN002050_RS24915_1,449,1765
CFSAN002050_RS24935_1,662,2479
CFSAN002050_RS24930_1,345,1194
CFSAN002050_RS24785_1,428,1390
CFSAN002050_RS24860_1,365,1246
CFSAN002050_RS24845_1,474,1632
CFSAN002050_RS24840_1,194,652
CFSAN002050_RS24810_1,151,461
CFSAN002050_RS24825_1,649,2186
CFSAN002050_RS24805_1,208,755
CFSAN002050_RS24770_1,132,471
CFSAN002050_RS24775_1,218,718
CFSAN002050_RS24865_1,236,871
CFSAN002050_RS25000_1,300,1005
CFSAN002050_RS25075_1,160,614
CFSAN002050_RS25220_1,950,3001
CFSAN002050_RS25085_1,335,1213
CFSAN002050_RS25150_1,334,1097
CFSAN002050_RS25155_1,1000,3050
CFSAN002050_RS25205_1,1678,4973
CFSAN002050_RS25115_1,554,1903
CFSAN002050_RS25345_1,382,1337
CFSAN002050_RS25285_1,149,580
CFSAN002050_RS25280_1,1090,3536
CFSAN002050_RS25005_1,135,477
CFSAN002050_RS25240_1,410,1336
CFSAN002050_RS25055_1,175,653
CFSAN002050_RS25245_1,1044,3231
CFSAN002050_RS25265_1,751,2282
CFSAN002050_RS25190_1,181,665
CFSAN002050_RS25035_1,202,752
CFSAN002050_RS25010_1,402,1425
CFSAN002050_RS25015_1,226,836
CFSAN002050_RS24995_1,848,2932
CFSAN002050_RS25225_1,507,1491
CFSAN002050_RS25275_1,560,1708
CFSAN002050_RS25090_1,954,3330
CFSAN002050_RS25095_1,100,404
CFSAN002050_RS25145_1,1068,3792
CFSAN002050_RS25160_1,472,1535
CFSAN002050_RS25030_1,293,1183
CFSAN002050_RS25105_1,149,463
CFSAN002050_RS25375_1,821,2581
CFSAN002050_RS25350_1,850,2867
CFSAN002050_RS25200_1,568,1691
CFSAN002050_RS25340_1,694,2078
CFSAN002050_RS25295_1,1107,3690
CFSAN002050_RS25060_1,140,454
CFSAN002050_RS25065_1,180,684
CFSAN002050_RS25290_1,649,2060
CFSAN002050_RS25270_1,640,1943
CFSAN002050_RS25185_1,228,762
CFSAN002050_RS25080_1,575,2116
CFSAN002050_RS25215_1,257,886
CFSAN002050_RS25210_1,358,1064
CFSAN002050_RS25025_1,374,1174
CFSAN002050_RS25230_1,1026,2952
CFSAN002050_RS25235_1,837,2583
CFSAN002050_RS25580_1,847,2582
CFSAN002050_RS25585_1,525,1797
CFSAN002050_RS25610_1,474,1443
CFSAN002050_RS25615_1,429,1497
CFSAN002050_RS25690_1,163,665
CFSAN002050_RS25635_1,990,3510
CFSAN002050_RS25630_1,1167,3747
CFSAN002050_RS25525_1,119,457
CFSAN002050_RS25675_1,351,1260
CFSAN002050_RS25500_1,951,3216
CFSAN002050_RS25505_1,375,1119
CFSAN002050_RS25520_1,220,806
CFSAN002050_RS25545_1,396,1332
CFSAN002050_RS25540_1,860,2866
CFSAN002050_RS25480_1,280,953
CFSAN002050_RS25565_1,828,2646
CFSAN002050_RS25530_1,166,680
CFSAN002050_RS25425_1,253,890
CFSAN002050_RS25465_1,204,723
CFSAN002050_RS25445_1,283,932
CFSAN002050_RS25470_1,289,989
CFSAN002050_RS25550_1,422,1315
CFSAN002050_RS25590_1,784,2456
CFSAN002050_RS25595_1,678,2193
CFSAN002050_RS25600_1,872,2755
CFSAN002050_RS25605_1,345,1059
CFSAN002050_RS25460_1,582,1992
CFSAN002050_RS25620_1,479,1438
CFSAN002050_RS25625_1,735,2388
CFSAN002050_RS25645_1,130,509
CFSAN002050_RS25640_1,710,2539
CFSAN002050_RS25705_1,476,1738
CFSAN002050_RS25665_1,655,2234
CFSAN002050_RS25510_1,426,1518
CFSAN002050_RS25515_1,272,907
CFSAN002050_RS25455_1,147,465
CFSAN002050_RS25680_1,176,598
CFSAN002050_RS25685_1,410,1363
CFSAN002050_RS25555_1,752,2371
CFSAN002050_RS25575_1,741,2436
CFSAN002050_RS25570_1,410,1336
CFSAN002069_RS20855_1,887,2992
CFSAN002050_RS25430_1,436,1562
CFSAN002050_RS25670_1,257,895
DT104_RS20160_1,422,1468
DT104_RS19985_1,155,583
DT104_RS20065_1,1660,5972
DT104_RS20060_1,1341,4437
DT104_RS19970_1,802,2852
DT104_RS19975_1,252,855
DT104_RS20045_1,131,427
DT104_RS20040_1,169,641
DT104_RS19990_1,1818,6462
DT104_RS20020_1,2350,7865
DT104_RS20030_1,574,2000
DT104_RS20035_1,256,932
DT104_RS20000_1,408,1428
DT104_RS20005_1,145,521
EL48_RS06365_1,159,579
DT104_RS20050_1,616,2003
DT104_RS19980_1,636,2226
DT104_RS09810_1,129,456
DT104_RS20015_1,163,602
DT104_RS20010_1,209,664
F482_gp47_1,287,973
epsilon34_gp43_1,257,832
epsilon34_gp44_1,208,728
epsilon34_gp67_1,100,359
FORC20_RS19585_1,1169,4249
epsilon34_gp51_1,70,254
F482_gp19_1,200,781
epsilon34_gp49_1,114,372
FORC20_RS19600_1,1081,3428
FORC20_RS19595_1,1959,6618
FORC20_RS19590_1,732,2355
F482_gp66_1,216,729
F482_gp69_1,143,478
F482_gp65_1,124,380
HCM1.198c_1,300,1122
HCM1.03c_1,224,748
HCM1.142c_1,336,1095
HCM1.184c_1,148,464
HCM1.161_1,145,494
HCM1.146_1,143,469
HCM1.124_1,176,634
HCM1.125_1,428,1345
HCM1.126_1,183,591
HCM1.127_1,373,1238
HCM1.120_1,583,2225
HCM1.121_1,647,2116
HCM1.122_1,596,2212
HCM1.102_1,661,2300
HCM1.103_1,1419,4701
HCM1.10c_1,145,476
HCM1.144_1,146,457
HCM1.203_1,450,1971
HCM1.183_1,803,2860
HCM1.179c_1,171,648
HCM1.141ac_1,99,333
HCM1.104c_1,176,589
FORC7_RS00555_1,317,1231
FORC7_RS00550_1,357,1290
HCM1.199c_1,215,865
HCM1.123_1,627,2244
HCM1.189_1,643,2156
HCM1.182_1,227,826
HCM1.162c_1,539,1756
HCM1.180c_1,465,1542
HCM1.176_1,282,978
HCM1.128_1,301,1067
HCM1.15c.1N_1,350,1324
HCM1.08_1,222,768
HCM1.131_1,667,2213
HCM1.130_1,196,641
HCM1.110_1,597,2364
HCM1.112_1,163,647
HCM1.186c_1,105,408
HCM1.196_1,256,905
HCM1.192_1,193,707
HCM1.134c_1,795,2751
HCM1.46_1,503,1612
HCM1.45_1,251,829
HCM1.22c_1,284,859
HCM1.256c_1,298,971
HCM1.20c_1,348,1128
HCM1.25c_1,227,835
HCM1.24c_1,217,746
HCM1.246c_1,195,768
HCM1.72_1,289,1034
HCM1.23c_1,167,688
HCM1.74_1,333,1206
HCM1.51_1,213,678
HCM1.59_1,552,1923
HCM1.281c_1,289,1025
HCM1.279ac_1,168,543
HCM1.279c_1,201,744
HCM1.55ac_1,146,466
HCM1.95_1,293,1012
HCM1.96_1,388,1304
HCM1.33c_1,335,1204
HCM1.93_1,432,1602
HCM1.43a_1,87,282
HCM1.61c_1,466,1658
HCM1.49c_1,1702,5453
HCM1.251c_1,438,1407
HCM1.257c_1,274,905
HCM1.90c_1,580,1940
HCM1.273_1,725,2596
HCM2.0009c_1,197,604
HCM2.0011c_1,741,2346
HCM1.36c_1,236,763
HCM2.0003c_1,167,661
HCM2.0006c_1,578,1951
HCM1.243_1,393,1488
HCM1.279bc_1,151,560
HCM1.42_1,546,1785
HCM1.43_1,554,1777
HCM1.41_1,251,730
HCM1.44_1,223,803
HCM1.40c_1,310,1094
HCM1.34c_1,537,1884
HCM2.0004c_1,262,971
HCM1.54_1,614,2032
HCM1.62c_1,125,478
HCM2.0010c_1,604,2231
HCM1.38c_1,827,2719
HCM1.60c_1,569,1897
HCM1.250c_1,223,830
HCM2.0073c_1,637,2063
HCM2.0058c_1,189,621
HCM2.0075c_1,453,1464
HCM2.0022_1,323,1153
HCM2.0077c_1,468,1629
HCM2.0054c_1,528,1866
HCM2.0027c_1,348,1317
HCM2.0085c_1,317,1132
HCM2.0087c_1,269,910
HCM2.0080_1,325,944
HCM2.0083_1,415,1538
HCM2.0082_1,208,719
HCM2.0064c_1,588,1914
HCM2.0039_1,672,2487
HCM2.0062c_1,340,1082
HCM2.0025c_1,141,471
HCM2.0012_1,282,1014
HCM2.0035c_1,872,3097
HCM2.0029c_1,464,1723
HCM2.0041c_1,920,3103
HCM2.0089c_1,177,768
HCM2.0056c_1,221,787
HCM2.0074c_1,168,597
HCM2.0045c_1,232,848
HCM2.0068c_1,618,2073
HCM2.0049c_1,507,1572
HCM2.0070c_1,856,2915
HCM2.0078_1,1091,3589
HCM2.0072c_1,193,608
HCM2.0057c_1,3314,10438
HCM2.0013_1,353,1420
HCM2.0019_1,276,885
HCM2.0076c_1,467,1540
HCM2.0059c_1,215,739
HCM2.0061c_1,261,891
HCM2.0065c_1,308,997
HCM2.0063c_1,245,790
HCM2.0034c_1,115,416
HCM2.0079_1,182,655
HCM2.0088c_1,218,718
HCM2.0016c_1,873,2835
HCM2.0044c_1,457,1811
HCM2.0066c_1,698,2074
HCM2.0046c_1,447,1551
HCM2.0069c_1,1016,3709
HCM2.0043_1,693,2475
HCM2.0047_1,377,1279
HCM2.0071c_1,437,1489
HCM2.0052c_1,3054,10113
HCM2.0116c_1,473,1462
HCM2.0098c_1,217,719
HCM2.0114c_1,378,1296
HCM2.0104c_1,1127,3985
HCM2.0130c_1,447,1488
HCM2.0126c_1,165,546
HCM2.0118c_1,302,940
IA1_RS05020_1,211,770
I137_RS13580_1,299,1294
IA1_RS01610_1,227,1051
IA1_RS22040_1,231,885
I137_RS13650_1,384,1452
IA1_RS22020_1,395,1711
HCM2.0124c_1,509,1732
IA1_RS22045_1,99,441
HCM2.0122c_1,1616,5332
HCM2.0097c_1,192,672
HCM2.0093c_1,764,2809
I137_RS13540_1,290,925
I137_RS13545_1,248,940
HCM2.0101c_1,258,858
HCM2.111c_1,147,546
HCM2.0091c_1,139,509
IA1_RS01595_1,251,1009
HCM2.0113c_1,626,2155
HCM2.0117c_1,334,1097
HCM2.0115c_1,307,953
IA1_RS22015_1,257,1030
HCM2.0119c_1,775,2573
HCM2.0096_1,143,469
HCM2.0092_1,160,578
HCM2.0107c_1,132,435
HCM2.0129c_1,329,1156
I137_RS13645_1,449,1648
HCM2.0127c_1,750,2508
IA1_RS22010_1,212,949
HCM2.0125c_1,1353,4398
HCM2.0123c_1,397,1313
I137_RS13720_1,763,2918
IA1_RS22060_1,806,3019
IA1_RS22635_1,403,1424
IZ85_RS23300_1,451,1925
IA1_RS22070_1,467,1693
IA1_RS22050_1,530,2197
N898_RS11340_1,182,529
N898_RS06040_1,206,685
N898_RS08400_1,667,2294
N898_RS06035_1,132,534
N898_RS09245_1,667,2537
N898_RS05670_1,1010,3670
N898_RS19305_1,215,685
NCTC10384_00647_1,98,370
NCTC10384_02803_1,107,370
NCTC10705_04690_1,193,608
NCTC10384_00325_1,994,3677
NCTC10384_04109_1,109,440
NCTC12416_02968_1,61,236
NCTC10384_01622_1,78,237
NCTC10384_04005_1,81,297
NCTC10384_01962_1,66,240
NCTC10384_02816_1,251,1027
NCTC12417_04734_1,266,850
NCTC12417_04718_1,148,464
NCTC12419_02626_1,58,266
NCTC12420_01701_1,98,388
NCTC12420_02534_1,357,1254
NCTC12420_04781_1,314,1009
NCTC12420_04779_1,583,2018
NCTC129_04052_1,55,233
NCTC12709_01876_1,152,577
NCTC129_02925_1,270,801
NCTC13175_00199_1,829,2654
NCTC13175_00198_1,938,3049
NCTC12709_01880_1,278,1027
NCTC129_04209_1,138,510
NCTC129_04204_1,114,327
NCTC12709_03774_1,76,311
NCTC129_02923_1,271,935
NCTC12709_03468_1,64,215
NCTC13349_02398_1,118,395
NCTC4840_01802_1,445,1796
NCTC4840_00125_1,86,211
NCTC4840_02946_1,147,582
NCTC13347_05009_1,390,1383
NCTC13175_00200_1,635,2065
NCTC4840_01801_1,712,2834
NCTC4444_02791_1,44,226
NCTC13349_02404_1,75,348
NCTC13175_00201_1,502,1460
NCTC4840_00230_1,397,1610
NCTC13349_02405_1,67,284
NCTC4444_04576_1,1603,5129
NCTC4444_03903_1,88,317
NCTC4840_02617_1,298,1070
NCTC4444_03941_1,147,411
NCTC4840_00715_1,438,1767
NCTC4840_00714_1,171,576
NCTC4840_00716_1,99,333
NCTC13348_04981_1,76,266
NCTC4444_04575_1,850,2507
NCTC4444_04577_1,628,2072
NCTC13348_04920_1,106,371
NCTC4840_00713_1,144,549
NCTC4444_04578_1,173,700
NCTC4840_03911_1,819,3231
NCTC5743_01085_1,131,481
NCTC5742_02785_1,616,2138
NCTC5750_04474_1,128,493
NCTC5722_00746_1,273,1032
NCTC5742_01317_1,467,1630
NCTC5722_03971_1,706,2876
NCTC5722_03973_1,225,819
NCTC5722_00093_1,111,411
NCTC5773_00649_1,187,650
NCTC5773_00650_1,255,843
NCTC5793_00654_1,121,356
NCTC5793_02225_1,504,1845
NCTC5798_03225_1,1989,7767
NCTC5798_03224_1,432,1440
NCTC5798_04791_1,114,399
NCTC5798_04447_1,139,428
NCTC5798_03421_1,168,633
NCTC5798_04789_1,113,373
NCTC6024_00749_1,602,1918
NCTC6024_00812_1,583,1820
NCTC6024_00778_1,190,629
NCTC6024_00819_1,322,1163
NCTC6024_00777_1,366,1200
NCTC6024_00757_1,163,512
NCTC6017_03518_1,124,425
NCTC6024_00763_1,140,436
NCTC6245_01112_1,371,1447
NCTC6024_03669_1,115,443
NCTC6086_01907_1,59,247
NCTC6245_01111_1,572,2110
NCTC6024_03639_1,137,520
NCTC6385_00007_1,361,1322
NCTC6385_00006_1,415,1646
NCTC6245_04615_1,204,669
NCTC6759_01122_1,3269,11608
NCTC6759_01123_1,1063,3581
NCTC6759_01779_1,59,229
NCTC7102_00791_1,233,793
NCTC6759_04113_1,57,258
NCTC6802_03931_1,1097,3664
NCTC6759_04078_1,237,870
NCTC7102_00781_1,219,762
NCTC6759_04027_1,212,616
NCTC6802_03509_1,492,1902
NCTC7102_00772_1,1378,4022
NCTC7102_00777_1,565,1658
NCTC7295_01049_1,544,2030
NCTC7295_01050_1,390,1590
NCTC7295_02073_1,95,328
NCTC7295_01800_1,148,536
NCTC7102_02807_1,73,260
NCTC7295_02214_1,579,1860
NCTC7295_01720_1,208,620
NCTC7295_01725_1,246,843
NCTC7295_03535_1,256,941
NCTC7295_02919_1,160,506
NCTC7295_02950_1,98,289
NCTC7295_03594_1,278,919
NCTC7295_04200_1,88,353
NCTC7299_00702_1,370,1502
NCTC7297_03583_1,63,261
NCTC7299_00073_1,534,2067
NCTC7299_00697_1,804,2823
NCTC7299_00696_1,443,1510
NCTC7299_04635_1,152,514
NCTC7299_04634_1,196,722
NCTC7300_00298_1,167,571
NCTC7300_04539_1,126,369
NCTC7300_02355_1,98,352
NCTC7300_02528_1,148,482
NCTC7303_03310_1,107,415
NCTC7303_01059_1,245,952
NCTC7303_01056_1,754,3062
NCTC7304_01804_1,171,648
NCTC7304_01805_1,128,466
NCTC7308_01783_1,102,438
NCTC7318_01587_1,503,1900
NCTC7318_03497_1,144,540
